bundle_index,port,frame_index,frame_time
64,0,190,469.2675779
64,2,190,469.26855875
64,1,190,469.269624
65,0,191,469.44018035
65,2,191,469.43918765
65,1,191,469.44123909999996
66,0,192,469.6136032
66,2,192,469.61622845
66,1,192,469.61653945
67,0,193,469.78559774999997
67,2,193,469.7876119
67,1,193,469.7866941
68,0,194,469.96126735
68,2,194,469.96034084999997
68,1,194,469.96437905
69,0,195,470.13721710000004
69,2,195,470.13523355
69,1,195,470.13756320000005
70,0,196,470.3112824
70,2,196,470.30984105000005
70,1,196,470.311147
71,0,197,470.48375205
71,2,197,470.48472125
71,1,197,470.4858414
72,0,198,470.65661545
72,2,198,470.66065894999997
72,1,198,470.65921875000004
73,0,199,470.83054575
73,2,199,470.83119354999997
73,1,199,470.8331927
74,0,200,471.0029309
74,2,200,471.0020059
74,1,200,471.0052296
75,0,201,471.17623275
75,2,201,471.17677795
75,1,201,471.17981225
76,0,202,471.35188235
76,2,202,471.34997665000003
76,1,202,471.3510446
77,0,203,471.52585884999996
77,2,203,471.52191600000003
77,1,203,471.5250338
78,0,204,471.69183475
78,2,204,471.69410645000005
78,1,204,471.69398515
79,0,205,471.86684045
79,2,205,471.86666375
79,1,205,471.86576264999997
80,0,206,472.0385221
80,2,206,472.0377927
80,1,206,472.0377354
81,0,207,472.21038405
81,2,207,472.20945915000004
81,1,207,472.2119705
82,0,208,472.38412830000004
82,2,208,472.38465385
82,1,208,472.3877408
83,0,209,472.56163625
83,2,209,472.56072505
83,1,209,472.56275455
84,0,210,472.73227945
84,2,210,472.73227499999996
84,1,210,472.73328845000003
85,0,211,472.90710025
85,2,211,472.90318295
85,1,211,472.90623904999995
86,0,212,473.07868825
86,2,212,473.0772634
86,1,212,473.07754485
87,0,213,473.25223975
87,2,213,473.25323515
87,1,213,473.25430895
88,0,214,473.42020525
88,2,214,473.4213275
88,1,214,473.42236755
89,0,215,473.59916615
89,2,215,473.6012405
89,1,215,473.60029855
90,0,216,473.7754947
90,2,216,473.7753216
90,1,216,473.774245
91,0,217,473.94515295
91,2,217,473.94444515
91,1,217,473.9462301
92,0,218,474.1210816
92,2,218,474.12216415
92,1,218,474.12021165
93,0,219,474.2941873
93,2,219,474.29519925
93,1,219,474.2962675
94,0,220,474.47021225000003
94,2,220,474.4692691
94,1,220,474.47133895
95,0,221,474.64287794999996
95,2,221,474.6426657
95,1,221,474.64172935
96,0,222,474.81612835
96,2,222,474.81822665000004
96,1,222,474.81726965
97,0,223,474.98637935
97,2,223,474.98600745
97,1,223,474.9889935
98,0,224,475.1581638
98,2,224,475.15866235
98,1,224,475.157757
99,0,225,475.32611744999997
99,2,225,475.32711455000003
99,1,225,475.3287681
100,0,226,475.49967035
100,2,226,475.50074855
100,1,226,475.50177165
101,0,227,475.6740781
101,2,227,475.67529515
101,1,227,475.6772179
102,0,228,475.84675295
102,2,228,475.8471823
102,1,228,475.8485685
103,0,229,476.02010005
103,2,229,476.02121454999997
103,1,229,476.0196295
104,0,230,476.1915204
104,2,230,476.1912374
104,1,230,476.19319240000004
105,0,231,476.3631333
105,2,231,476.3621983
105,1,231,476.3663338
106,0,232,476.5347118
106,2,232,476.5337052
106,1,232,476.5362076
107,0,233,476.70646194999995
107,2,233,476.71051120000004
107,1,233,476.70958395
108,0,234,476.87980525
108,2,234,476.879275
108,1,234,476.88128125000003
109,0,235,477.0517032
109,2,235,477.0520429
109,1,235,477.0532068
110,0,236,477.2219561
110,2,236,477.2232767
110,1,236,477.2267667
111,0,237,477.3943165
111,2,237,477.39735240000005
111,1,237,477.39538819999996
112,0,238,477.5704899
112,2,238,477.5745492
112,1,238,477.5735981
113,0,239,477.7455408
113,2,239,477.74608820000003
113,1,239,477.74931405
114,0,240,477.9165593
114,2,240,477.9175815
114,1,240,477.91864545
115,0,241,478.08795514999997
115,2,241,478.08910545000003
115,1,241,478.0920718
116,0,242,478.26162845
116,2,242,478.26377685
116,1,242,478.26338065000004
117,0,243,478.43025905
117,2,243,478.43231564999996
117,1,243,478.43127955
118,0,244,478.60125785
118,2,244,478.6011532
118,1,244,478.60215300000004
119,0,245,478.77660664999996
119,2,245,478.7751628
119,1,245,478.77621175
120,0,246,478.9479314
120,2,246,478.9486978
120,1,246,478.95168924999996
121,0,247,479.1238667
121,2,247,479.12486839999997
121,1,247,479.12790635
122,0,248,479.3001198
122,2,248,479.29932315
122,1,248,479.30116975
123,0,249,479.4742044
123,2,249,479.47439595000003
123,1,249,479.47323645
124,0,250,479.64464645
124,2,250,479.6437303
124,1,250,479.6458101
125,0,251,479.8176907
125,2,251,479.8192835
125,1,251,479.8223413
126,0,252,479.9918979
126,2,252,479.99289465
126,1,252,479.99393015
127,0,253,480.16871295
127,2,253,480.170589
127,1,253,480.16964745
128,0,254,480.3433616
128,2,254,480.3440569
128,1,254,480.34399005
129,0,255,480.51790355
129,2,255,480.5173616
129,1,255,480.51643015
130,0,256,480.69218575
130,2,256,480.6914021
130,1,256,480.69156865
131,0,257,480.8639508
131,2,257,480.86370405
131,1,257,480.86570070000005
132,0,258,481.0357198
132,2,258,481.03479104999997
132,1,258,481.0338936
133,0,259,481.2073507
133,2,259,481.20692840000004
133,1,259,481.20607485
134,0,260,481.3759109
134,2,260,481.37498930000004
134,1,260,481.37702535
135,0,261,481.54648480000003
135,2,261,481.5473426
135,1,261,481.54951655
136,0,262,481.71863825
136,2,262,481.71904835
136,1,262,481.7181203
137,0,263,481.89448715000003
137,2,263,481.89507495
137,1,263,481.89711405
138,0,264,482.06974119999995
138,2,264,482.0687307
138,1,264,482.07275619999996
139,0,265,482.240296
139,2,265,482.2413239
139,1,265,482.24236835
140,0,266,482.41582995
140,2,266,482.41707615
140,1,266,482.41957364999996
141,0,267,482.5874856
141,2,267,482.59054575000005
141,1,267,482.5895142
142,0,268,482.7604759
142,2,268,482.75954160000003
142,1,268,482.762574
143,0,269,482.93399250000004
143,2,269,482.93441099999995
143,1,269,482.9336467
144,0,270,483.10616975
144,2,270,483.1096926
144,1,270,483.10937905000003
145,0,271,483.27964095
145,2,271,483.28098439999997
145,1,271,483.28080425
146,0,272,483.45566765
146,2,272,483.4562041
146,1,272,483.4582736
147,0,273,483.62766899999997
147,2,273,483.62743194999996
147,1,273,483.6284181
148,0,274,483.80008375
148,2,274,483.79900405
148,1,274,483.80000689999997
149,0,275,483.97100969999997
149,2,275,483.9716265
149,1,275,483.97474984999997
150,0,276,484.14229969999997
150,2,276,484.14289055
150,1,276,484.1438388
151,0,277,484.3136396
151,2,277,484.31421124999997
151,1,277,484.31517314999996
152,0,278,484.484216
152,2,278,484.48547
152,1,278,484.4863824
153,0,279,484.6572972
153,2,279,484.65832795
153,1,279,484.6618772
154,0,280,484.8327194
154,2,280,484.8322925
154,1,280,484.83436305
155,0,281,485.0055163
155,2,281,485.00613995000003
155,1,281,485.00917735
156,0,282,485.18083485
156,2,282,485.1798753
156,1,282,485.17890405
157,0,283,485.3532358
157,2,283,485.35139275
157,1,283,485.35258505
158,0,284,485.5240728
158,2,284,485.52858495
158,1,284,485.52764705
159,0,285,485.70099515000004
159,2,285,485.70006735000004
159,1,285,485.70219795
160,0,286,485.87986739999997
160,2,286,485.8801707
160,1,286,485.8779447
161,0,287,486.0470201
161,2,287,486.04609875
161,1,287,486.04761765
162,0,288,486.2201774
162,2,288,486.2181914
162,1,288,486.21929275
163,0,289,486.39009295
163,2,289,486.39121215
163,1,289,486.39472850000004
164,0,290,486.56161610000004
164,2,290,486.56419555
164,1,290,486.56317679999995
165,0,291,486.73429345
165,2,291,486.73356025
165,1,291,486.73625385
166,0,292,486.90521715
166,2,292,486.90579019999996
166,1,292,486.9087918
167,0,293,487.0786595
167,2,293,487.07776735
167,1,293,487.07980445
168,0,294,487.2477018
168,2,294,487.24678255000003
168,1,294,487.2498846
169,0,295,487.42380149999997
169,2,295,487.42353245
169,1,295,487.42555785
170,0,296,487.6000098
170,2,296,487.5980565
170,1,296,487.59919505000005
171,0,297,487.77658114999997
171,2,297,487.77715409999996
171,1,297,487.77613045
172,0,298,487.94952950000004
172,2,298,487.9501009
172,1,298,487.95208915
173,0,299,488.12618150000003
173,2,299,488.12729609999997
173,1,299,488.12986735
174,0,300,488.2995466
174,2,300,488.3005789
174,1,300,488.3016328
175,0,301,488.4698507
175,2,301,488.46943254999996
175,1,301,488.4717719
176,0,302,488.6436142
176,2,302,488.6437717
176,1,302,488.64249835
177,0,303,488.8127952
177,2,303,488.81378685000004
177,1,303,488.8148399
178,0,304,488.9842931
178,2,304,488.98384235000003
178,1,304,488.9859639
179,0,305,489.16010474999996
179,2,305,489.1591231
179,1,305,489.1623382
180,0,306,489.32802515000003
180,2,306,489.3278014
180,1,306,489.32978125
181,0,307,489.4983076
181,2,307,489.4973331
181,1,307,489.49854930000004
182,0,308,489.67138315
182,2,308,489.6703145
182,1,308,489.67243385
183,0,309,489.84357795
183,2,309,489.8443663
183,1,309,489.84632095
184,0,310,490.01961235
184,2,310,490.01936085
184,1,310,490.01831785
185,0,311,490.18835805000003
185,2,311,490.18940695000003
185,1,311,490.1914332
186,0,312,490.35880999999995
186,2,312,490.35897295
186,1,312,490.36164180000003
187,0,313,490.53651275
187,2,313,490.53454575
187,1,313,490.53557005
188,0,314,490.70456415
188,2,314,490.70807
188,1,314,490.70725155
189,0,315,490.87786525
189,2,315,490.87599415
189,1,315,490.877729
190,0,316,491.0476274
190,2,316,491.0495661
190,1,316,491.04865559999996
191,0,317,491.2233241
191,2,317,491.22431804999997
191,1,317,491.22741135
192,0,318,491.3987929
192,2,318,491.39785955
192,1,318,491.39989545
193,0,319,491.57094745
193,2,319,491.57006405000004
193,1,319,491.5729996
194,0,320,491.7402041
194,2,320,491.7422507
194,1,320,491.74139825
195,0,321,491.9147936
195,2,321,491.9136236
195,1,321,491.9146437
196,0,322,492.09338415
196,2,322,492.0894906
196,1,322,492.0925034
197,0,323,492.2661151
197,2,323,492.2652283
197,1,323,492.26675680000005
198,0,324,492.4409557
198,2,324,492.44301215
198,1,324,492.44205999999997
199,0,325,492.61336459999995
199,2,325,492.61390915000004
199,1,325,492.6129626
200,0,326,492.78700225
200,2,326,492.78393205
200,1,326,492.78600574999996
201,0,327,492.95496045000004
201,2,327,492.95903595000004
201,1,327,492.95808395
202,0,328,493.12706065
202,2,328,493.12575334999997
202,1,328,493.12704905
203,0,329,493.29913005000003
203,2,329,493.30066039999997
203,1,329,493.30173325
204,0,330,493.4737955
204,2,330,493.47278325
204,1,330,493.47186225
205,0,331,493.6421865
205,2,331,493.6432181
205,1,331,493.64379515
206,0,332,493.81328970000004
206,2,332,493.814342
206,1,332,493.81743759999995
207,0,333,493.98738034999997
207,2,333,493.98759255000004
207,1,333,493.9863686
208,0,334,494.16033419999997
208,2,334,494.1613867
208,1,334,494.15947695
209,0,335,494.32908505
209,2,335,494.3301505
209,1,335,494.33321945
210,0,336,494.50223335
210,2,336,494.5011581
210,1,336,494.5037376
211,0,337,494.67515990000004
211,2,337,494.67618225
211,1,337,494.67721945000005
212,0,338,494.8489855
212,2,338,494.84953575
212,1,338,494.85360115
213,0,339,495.02306384999997
213,2,339,495.02364175
213,1,339,495.02464555
214,0,340,495.19849739999995
214,2,340,495.19908350000003
214,1,340,495.2021221
215,0,341,495.37298269999997
215,2,341,495.3720987
215,1,341,495.37410739999996
216,0,342,495.5462751
216,2,342,495.54729665
216,1,342,495.54831135
217,0,343,495.72143895
217,2,343,495.72045155
217,1,343,495.72171695
218,0,344,495.89431279999997
218,2,344,495.8946434
218,1,344,495.8931778
219,0,345,496.06656465000003
219,2,345,496.06715235
219,1,345,496.06876124999997
220,0,346,496.2336616
220,2,346,496.23319675000005
220,1,346,496.2342463
221,0,347,496.41397159999997
221,2,347,496.41436095
221,1,347,496.4181976
222,0,348,496.586567
222,2,348,496.58651799999996
222,1,348,496.587377
223,0,349,496.75439719999997
223,2,349,496.75855105000005
223,1,349,496.75796785
224,0,350,496.92955905
224,2,350,496.92980955
224,1,350,496.92852445
225,0,351,497.10503495
225,2,351,497.1041108
225,1,351,497.10783365
226,0,352,497.27732130000004
226,2,352,497.27783315
226,1,352,497.27894685
227,0,353,497.45230755
227,2,353,497.45394550000003
227,1,353,497.454844
228,0,354,497.62796879999996
228,2,354,497.6302341
228,1,354,497.6301195
229,0,355,497.80074355
229,2,355,497.8037678
229,1,355,497.80282945
230,0,356,497.9751993
230,2,356,497.97776680000004
230,1,356,497.97631315
231,0,357,498.1512838
231,2,357,498.15188390000003
231,1,357,498.1538175
232,0,358,498.32616585000005
232,2,358,498.3252728
232,1,358,498.32729445
233,0,359,498.5003009
233,2,359,498.49750595
233,1,359,498.4994304
234,0,360,498.67330655
234,2,360,498.67431195
234,1,360,498.67361325
235,0,361,498.84477275
235,2,361,498.8458372
235,1,361,498.84687965
236,0,362,499.0161761
236,2,362,499.01694105
236,1,362,499.02004505
237,0,363,499.187926
237,2,363,499.18957475
237,1,363,499.1906758
238,0,364,499.3650035
238,2,364,499.3620742
238,1,364,499.3636385
239,0,365,499.53656155
239,2,365,499.53627495
239,1,365,499.5352345
240,0,366,499.70711245
240,2,366,499.70917215
240,1,366,499.70820045
241,0,367,499.8796441
241,2,367,499.88426915
241,1,367,499.88345575
242,0,368,500.0543053
242,2,368,500.0532798
242,1,368,500.05742799999996
243,0,369,500.22931575
243,2,369,500.22727345
243,1,369,500.22831735
244,0,370,500.40230165
244,2,370,500.4034018
244,1,370,500.40146125
245,0,371,500.57124094999995
245,2,371,500.5718465
245,1,371,500.57490505
246,0,372,500.7449388
246,2,372,500.74398729999996
246,1,372,500.74605785
247,0,373,500.91745165
247,2,373,500.91824399999996
247,1,373,500.9175057
248,0,374,501.0931873
248,2,374,501.0922653
248,1,374,501.09430805
249,0,375,501.27134205
249,2,375,501.27219555
249,1,375,501.2713481
250,0,376,501.4396113
250,2,376,501.4406443
250,1,376,501.44173624999996
251,0,377,501.61187255
251,2,377,501.6129145
251,1,377,501.6159854
252,0,378,501.78595005
252,2,378,501.78426005
252,1,378,501.78702095
253,0,379,501.9569322
253,2,379,501.95788405
253,1,379,501.95720919999997
254,0,380,502.1272408
254,2,380,502.1277976
254,1,380,502.12986954999997
255,0,381,502.3017887
255,2,381,502.30285805
255,1,381,502.30544599999996
256,0,382,502.477136
256,2,382,502.47520155
256,1,382,502.47621764999997
257,0,383,502.6482699
257,2,383,502.649272
257,1,383,502.6524699
258,0,384,502.8240789
258,2,384,502.82183345
258,1,384,502.82394145
259,0,385,502.99464735000004
259,2,385,502.9986268
259,1,385,502.99763944999995
260,0,386,503.1657515
260,2,386,503.16488795
260,1,386,503.16688754999996
261,0,387,503.33909635
261,2,387,503.33815525
261,1,387,503.34020825000005
262,0,388,503.5146158
262,2,388,503.5137276
262,1,388,503.51527805
263,0,389,503.68905915
263,2,389,503.69208464999997
263,1,389,503.69110715
264,0,390,503.86661155
264,2,390,503.86262395
264,1,390,503.86566865
265,0,391,504.038203
265,2,391,504.03887815
265,1,391,504.04253835
266,0,392,504.21461595000005
266,2,392,504.21350395
266,1,392,504.2160891
267,0,393,504.38762055
267,2,393,504.3921128
267,1,393,504.39116594999996
268,0,394,504.56547045
268,2,394,504.56327735
268,1,394,504.56539325
269,0,395,504.7355768
269,2,395,504.73626194999997
269,1,395,504.74153075000004
270,0,396,504.91101019999996
270,2,396,504.91012809999995
270,1,396,504.9121541
271,0,397,505.08081515000003
271,2,397,505.081815
271,1,397,505.08284134999997
272,0,398,505.2563708
272,2,398,505.25789105
272,1,398,505.2574356
273,0,399,505.43056479999996
273,2,399,505.43037855
273,1,399,505.43135095
274,0,400,505.60537055
274,2,400,505.60586420000004
274,1,400,505.6049914
275,0,401,505.78196395
275,2,401,505.78307885000004
275,1,401,505.78400745
276,0,402,505.95425605
276,2,402,505.9532924
276,1,402,505.95743825
277,0,403,506.1276602
277,2,403,506.1266794
277,1,403,506.12799005
278,0,404,506.29752859999996
278,2,404,506.29855505
278,1,404,506.30067305
279,0,405,506.47096615
279,2,405,506.47153625
279,1,405,506.46955849999995
280,0,406,506.64414725
280,2,406,506.64322755
280,1,406,506.6452387
281,0,407,506.8180906
281,2,407,506.81712259999995
281,1,407,506.82130010000003
282,0,408,506.99195085
282,2,408,506.99450494999996
282,1,408,506.9939683
283,0,409,507.16198245
283,2,409,507.16256715
283,1,409,507.1635466
284,0,410,507.33860430000004
284,2,410,507.339684
284,1,410,507.3417311
285,0,411,507.51525649999996
285,2,411,507.51433380000003
285,1,411,507.5163691
286,0,412,507.6924566
286,2,412,507.6922675
286,1,412,507.69033405
287,0,413,507.86521159999995
287,2,413,507.86432615
287,1,413,507.8663295
288,0,414,508.03457549999996
288,2,414,508.03651645
288,1,414,508.0364049
289,0,415,508.21022634999997
289,2,415,508.2092758
289,1,415,508.2083172
290,0,416,508.37759900000003
290,2,416,508.37815775
290,1,416,508.3802222
291,0,417,508.55345724999995
291,2,417,508.550456
291,1,417,508.5525888
292,0,418,508.72366039999997
292,2,418,508.72529154999995
292,1,418,508.72826485
293,0,419,508.90018885
293,2,419,508.90126275
293,1,419,508.90237635
294,0,420,509.07718035
294,2,420,509.07822150000004
294,1,420,509.07631819999995
295,0,421,509.2493608
295,2,421,509.25035015000003
295,1,421,509.2496149
296,0,422,509.42335965
296,2,422,509.4223871
296,1,422,509.42496025
297,0,423,509.5961589
297,2,423,509.59521144999997
297,1,423,509.5972809
298,0,424,509.7702184
298,2,424,509.77128655
298,1,424,509.76940715
299,0,425,509.945421
299,2,425,509.945636
299,1,425,509.94448305000003
300,0,426,510.1136756
300,2,426,510.11522134999996
300,1,426,510.11632154999995
301,0,427,510.28971385
301,2,427,510.28901225
301,1,427,510.28875425
302,0,428,510.4612074
302,2,428,510.4622961
302,1,428,510.46247185
303,0,429,510.63510985
303,2,429,510.6344825
303,1,429,510.63727105
304,0,430,510.8092241
304,2,430,510.81043535000003
304,1,430,510.81230400000004
305,0,431,510.98442654999997
305,2,431,510.98534589999997
305,1,431,510.9864016
306,0,432,511.15785125
306,2,432,511.15738145
306,1,432,511.15984530000003
307,0,433,511.32964404999996
307,2,433,511.33217955
307,1,433,511.33121775
308,0,434,511.50378935000003
308,2,434,511.50508515
308,1,434,511.50290529999995
309,0,435,511.67308155
309,2,435,511.67438085000003
309,1,435,511.6747646
310,0,436,511.84903714999996
310,2,436,511.84615725000003
310,1,436,511.84816355
311,0,437,512.0155259000001
311,2,437,512.0161158000001
311,1,437,512.01922285
312,0,438,512.1931543999999
312,2,438,512.19236605
312,1,438,512.1942295
313,0,439,512.36251885
313,2,439,512.3617215500001
313,1,439,512.3641344
314,0,440,512.5353553499999
314,2,440,512.5364236
314,1,440,512.5385015500001
315,0,441,512.7082663
315,2,441,512.7090251
315,1,441,512.7094949
316,0,442,512.87638825
316,2,442,512.8775023999999
316,1,442,512.8794666
317,0,443,513.05051285
317,2,443,513.0515198
317,1,443,513.0525713
318,0,444,513.2230394999999
318,2,444,513.2225645000001
318,1,444,513.2246636
319,0,445,513.3984636
319,2,445,513.39750435
319,1,445,513.3965756
320,0,446,513.57465875
320,2,446,513.5737239499999
320,1,446,513.57284135
321,0,447,513.74654305
321,2,447,513.7455904999999
321,1,447,513.74817105
322,0,448,513.9164648
322,2,448,513.91744285
322,1,448,513.91848095
323,0,449,514.0910378
323,2,449,514.0915725
323,1,449,514.09261145
324,0,450,514.2651084500001
324,2,450,514.2657548
324,1,450,514.26871415
325,0,451,514.43806865
325,2,451,514.4373271
325,1,451,514.4400952000001
326,0,452,514.60920455
326,2,452,514.6133026
326,1,452,514.61346425
327,0,453,514.7820116
327,2,453,514.78310415
327,1,453,514.7811689499999
328,0,454,514.9521734
328,2,454,514.95249445
328,1,454,514.9532833000001
329,0,455,515.1273954999999
329,2,455,515.1263718
329,1,455,515.1303805
330,0,456,515.3034661
330,2,456,515.30440565
330,1,456,515.3070221
331,0,457,515.4767185000001
331,2,457,515.47929705
331,1,457,515.4784306500001
332,0,458,515.6508126
332,2,458,515.65187845
332,1,458,515.6554533999999
333,0,459,515.8237115
333,2,459,515.8227914500001
333,1,459,515.8248834000001
334,0,460,515.99318905
334,2,460,515.9943427000001
334,1,460,515.99727095
335,0,461,516.16886095
335,2,461,516.1701331500001
335,1,461,516.1712450499999
336,0,462,516.3440015
336,2,462,516.3430422
336,1,462,516.34499795
337,0,463,516.51953355
337,2,463,516.5198323
337,1,463,516.5186676000001
338,0,464,516.6928115999999
338,2,464,516.69052175
338,1,464,516.69267765
339,0,465,516.8635966500001
339,2,465,516.86396085
339,1,465,516.86268495
340,0,466,517.03310215
340,2,466,517.0321842999999
340,1,466,517.031254
341,0,467,517.2031813000001
341,2,467,517.20424235
341,1,467,517.20632555
342,0,468,517.3795571
342,2,468,517.3803672
342,1,468,517.38371135
343,0,469,517.5483503
343,2,469,517.5489623999999
343,1,469,517.5517072
344,0,470,517.7204670000001
344,2,470,517.7213423000001
344,1,470,517.7234017999999
345,0,471,517.8925988000001
345,2,471,517.8931385000001
345,1,471,517.8922190000001
346,0,472,518.0616631
346,2,472,518.06228585
346,1,472,518.0642008
347,0,473,518.2351222
347,2,473,518.23418345
347,1,473,518.2362295
348,0,474,518.40745145
348,2,474,518.4084159500001
348,1,474,518.4114649
349,0,475,518.5796828
349,2,475,518.5812349
349,1,475,518.5822624
350,0,476,518.75630765
350,2,476,518.7557565499999
350,1,476,518.75556485
351,0,477,518.92279435
351,2,477,518.9218930500001
351,1,477,518.9239061000001
352,0,478,519.09853245
352,2,478,519.0976908499999
352,1,478,519.0980333
353,0,479,519.2739675
353,2,479,519.2765894500001
353,1,479,519.27550505
354,0,480,519.4505583
354,2,480,519.45415555
354,1,480,519.45444065
355,0,481,519.6232578500001
355,2,481,519.6222686000001
355,1,481,519.62388545
356,0,482,519.7964837
356,2,482,519.79763785
356,1,482,519.79858945
357,0,483,519.9715157
357,2,483,519.9712748
357,1,483,519.9703293
358,0,484,520.1433138
358,2,484,520.14243695
358,1,484,520.1444672
359,0,485,520.31491915
359,2,485,520.3159813
359,1,485,520.3192864499999
360,0,486,520.4901542499999
360,2,486,520.48903105
360,1,486,520.4900437
361,0,487,520.6609037000001
361,2,487,520.6614615999999
361,1,487,520.6625957
362,0,488,520.8327932
362,2,488,520.8336672
362,1,488,520.8327575999999
363,0,489,521.0041590000001
363,2,489,521.00825335
363,1,489,521.00730045
364,0,490,521.1782937
364,2,490,521.17986365
364,1,490,521.18102095
365,0,491,521.3550072999999
365,2,491,521.35605215
365,1,491,521.35705965
366,0,492,521.5298986
366,2,492,521.5289849999999
366,1,492,521.5309495500001
367,0,493,521.70706665
367,2,493,521.7032816999999
367,1,493,521.7062583
368,0,494,521.880143
368,2,494,521.8772351499999
368,1,494,521.8792638
369,0,495,522.0451135000001
369,2,495,522.0461014
369,1,495,522.04970895
370,0,496,522.2175929
370,2,496,522.216046
370,1,496,522.21718725
371,0,497,522.3908673
371,2,497,522.3899226000001
371,1,497,522.39248475
372,0,498,522.56574415
372,2,498,522.566982
372,1,498,522.56932545
