sync_index,port,frame_index,frame_time
48,2,48,88768.667355
48,3,48,88768.6675637
48,1,48,88768.667609
48,0,48,88768.67152985
48,4,48,88768.67125115
49,2,49,88769.00059835
49,3,49,88769.00629729999
49,1,49,88769.0005739
49,0,49,88769.00358260001
49,4,49,88769.00762875
50,2,50,88769.33412965
50,3,50,88769.33388885
50,1,50,88769.33391054999
50,0,50,88769.3374986
50,4,50,88769.33888995
51,2,51,88769.66912959999
51,3,51,88769.6681029
51,1,51,88769.66834455001
51,0,51,88769.66841775
51,4,51,88769.66852030001
52,2,52,88770.0031991
52,3,52,88770.003597
52,1,52,88770.00129985
52,0,52,88770.0002464
52,4,52,88770.00373805
53,2,53,88770.33467785
53,3,53,88770.3345088
53,1,53,88770.3345332
53,0,53,88770.33473545
53,4,53,88770.3437714
54,2,54,88770.67244365
54,3,54,88770.6738748
54,1,54,88770.66749970001
54,0,54,88770.6673271
54,4,54,88770.67040445001
55,2,55,88771.00119065
55,3,55,88771.00147414999
55,1,55,88771.0112028
55,0,55,88771.0011229
55,4,55,88771.00127315
56,2,56,88771.3371561
56,3,56,88771.33412395
56,1,56,88771.3341446
56,0,56,88771.338671
56,4,56,88771.3343275
57,2,57,88771.6671887
57,3,57,88771.67044565
57,1,57,88771.67066775
57,0,57,88771.66818060001
57,4,57,88771.67054374999
58,2,58,88772.00163745
58,3,58,88772.0014962
58,1,58,88772.00224315
58,0,58,88772.00169110001
58,4,58,88772.00145365001
59,2,59,88772.33492985001
59,3,59,88772.3385519
59,1,59,88772.3348016
59,0,59,88772.33463535001
59,4,59,88772.3346781
60,2,60,88772.66762
60,3,60,88772.67638865
60,1,60,88772.66746355
60,0,60,88772.66739379999
60,4,60,88772.66764125001
61,2,61,88773.0009429
61,3,61,88773.0007724
61,1,61,88773.0097029
61,0,61,88773.0010546
61,4,61,88773.0099001
62,2,62,88773.334638
62,3,62,88773.33708435
62,1,62,88773.33436919999
62,0,62,88773.3382879
62,4,62,88773.3343824
63,2,63,88773.6678966
63,3,63,88773.66817769999
63,1,63,88773.6680933
63,0,63,88773.66820995
63,4,63,88773.67647855
64,2,64,88774.0004588
64,3,64,88774.00071825
64,1,64,88774.00064015
64,0,64,88774.00056074999
64,4,64,88774.00335755
65,2,65,88774.33415595
65,3,65,88774.33733745001
65,1,65,88774.33477730001
65,0,65,88774.3343239
65,4,65,88774.33476315
66,2,66,88774.66818939999
66,3,66,88774.67067329999
66,1,66,88774.67062374999
66,0,66,88774.67050564999
66,4,66,88774.66702235
67,2,67,88775.00402845
67,3,67,88775.0004704
67,1,67,88775.006947
67,0,67,88775.00049295
67,4,67,88775.00324215001
68,2,68,88775.33482155
68,3,68,88775.33470569999
68,1,68,88775.34017235
68,0,68,88775.33476684999
68,4,68,88775.3348517
69,2,69,88775.6680034
69,3,69,88775.66688954999
69,1,69,88775.6695241
69,0,69,88775.6698685
69,4,69,88775.6698577
70,2,70,88776.0033046
70,3,70,88776.00320519999
70,1,70,88776.00035535
70,0,70,88776.00322215
70,4,70,88776.00152290001
71,2,71,88776.33910845
71,3,71,88776.33451425
71,1,71,88776.33454144999
71,0,71,88776.33862845
71,4,71,88776.33533224999
72,2,72,88776.67113515
72,3,72,88776.66701445001
72,1,72,88776.6706575
72,0,72,88776.66820395
72,4,72,88776.6708582
73,2,73,88777.00037955
73,3,73,88777.0034744
73,1,73,88777.00039870001
73,0,73,88777.00315880001
73,4,73,88777.0032814
74,2,74,88777.33466805
74,3,74,88777.3342816
74,1,74,88777.33423445
74,0,74,88777.3345143
74,4,74,88777.3434294
75,2,75,88777.6720146
75,3,75,88777.66727485
75,1,75,88777.66750459999
75,0,75,88777.6684163
75,4,75,88777.668351
76,2,76,88778.00973885
76,3,76,88778.0003729
76,1,76,88778.00319809999
76,0,76,88778.00325295
76,4,76,88778.00034624999
77,2,77,88778.33482615
77,3,77,88778.3436374
77,1,77,88778.3344513
77,0,77,88778.3421314
77,4,77,88778.3344735
78,2,78,88778.6675095
78,3,78,88778.67245255
78,1,78,88778.6674122
78,0,78,88778.67081099999
78,4,78,88778.66739145
79,2,79,88779.003885
79,3,79,88779.00390745001
79,1,79,88779.00525315001
79,0,79,88779.00368344999
79,4,79,88779.0003136
80,2,80,88779.34477615
80,3,80,88779.3344082
80,1,80,88779.3454994
80,0,80,88779.33506469999
80,4,80,88779.3343549
81,2,81,88779.67234379999
81,3,81,88779.66946065001
81,1,81,88779.66913950001
81,0,81,88779.6670878
81,4,81,88779.66810695
82,2,82,88780.00353655
82,3,82,88780.0006924
82,1,82,88780.00086100001
82,0,82,88780.00322665
82,4,82,88780.0035071
83,2,83,88780.33454720001
83,3,83,88780.33501919999
83,1,83,88780.33489279999
83,0,83,88780.33537605
83,4,83,88780.33507065
84,2,84,88780.6674302
84,3,84,88780.6730545
84,1,84,88780.66736535
84,0,84,88780.67249395
84,4,84,88780.67045125
85,2,85,88781.0031661
85,3,85,88781.0006914
85,1,85,88781.00553315
85,0,85,88781.00056325
85,4,85,88781.00362035
86,2,86,88781.33448035
86,3,86,88781.3346915
86,1,86,88781.3347774
86,0,86,88781.3359599
86,4,86,88781.3370847
87,2,87,88781.67035095001
87,3,87,88781.66996669999
87,1,87,88781.66736925
87,0,87,88781.6697797
87,4,87,88781.66756604999
88,2,88,88782.0041698
88,3,88,88782.00128405
88,1,88,88782.00122964999
88,0,88,88782.00129235
88,4,88,88782.0073514
89,2,89,88782.33896445
89,3,89,88782.3417287
89,1,89,88782.3346103
89,0,89,88782.33477165
89,4,89,88782.3345126
90,2,90,88782.66756005
90,3,90,88782.66772855
90,1,90,88782.67350785
90,0,90,88782.66760839999
90,4,90,88782.67255754999
91,2,91,88783.0040652
91,3,91,88783.0015359
91,1,91,88783.00170294999
91,0,91,88783.0017405
91,4,91,88783.0059152
92,2,92,88783.33464605
92,3,92,88783.33478015
92,1,92,88783.3348091
92,0,92,88783.33472094999
92,4,92,88783.33469565
93,2,93,88783.67002995
93,3,93,88783.66683415
93,1,93,88783.67011169999
93,0,93,88783.66986205
93,4,93,88783.6678005
94,2,94,88784.00401315
94,3,94,88784.00025485
94,1,94,88784.00143959999
94,0,94,88784.0034664
94,4,94,88784.0032901
95,2,95,88784.3339421
95,3,95,88784.33768795
95,1,95,88784.3372148
95,0,95,88784.3337483
95,4,95,88784.33763339999
96,2,96,88784.66795315
96,3,96,88784.6682477
96,1,96,88784.66807409999
96,0,96,88784.6681057
96,4,96,88784.66811274999
97,2,97,88785.00143604999
97,3,97,88785.0015767
97,1,97,88785.00297315
97,0,97,88785.00150325001
97,4,97,88785.00135825
98,2,98,88785.3350081
98,3,98,88785.33483765
98,1,98,88785.3350426
98,0,98,88785.33937575
98,4,98,88785.33484885
99,2,99,88785.6700823
99,3,99,88785.66745575
99,1,99,88785.670135
99,0,99,88785.66848495
99,4,99,88785.67039985
100,2,100,88786.00321170001
100,3,100,88786.00290415
100,1,100,88786.00037724999
100,0,100,88786.0033389
100,4,100,88786.0016024
101,2,101,88786.3344889
101,3,101,88786.33494470001
101,1,101,88786.334547
101,0,101,88786.33486705
101,4,101,88786.3358602
102,2,102,88786.66763965
102,3,102,88786.6675306
102,1,102,88786.67274585
102,0,102,88786.6675097
102,4,102,88786.67236165001
103,2,103,88787.0013228
103,3,103,88787.0012597
103,1,103,88787.00121525
103,0,103,88787.0051786
103,4,103,88787.0011307
104,2,104,88787.3350798
104,3,104,88787.3347603
104,1,104,88787.33430665001
104,0,104,88787.33478979999
104,4,104,88787.3343682
105,2,105,88787.6678841
105,3,105,88787.66796719999
105,1,105,88787.66799290001
105,0,105,88787.66798085
105,4,105,88787.66801815
106,2,106,88788.00175205001
106,3,106,88788.00136305
106,1,106,88788.0012046
106,0,106,88788.00126735
106,4,106,88788.00127899999
107,2,107,88788.33477895
107,3,107,88788.3347824
107,1,107,88788.33437704999
107,0,107,88788.335284
107,4,107,88788.3346999
108,2,108,88788.667974
108,3,108,88788.66829249999
108,1,108,88788.6704652
108,0,108,88788.66809955
108,4,108,88788.67026525
109,2,109,88789.00346405001
109,3,109,88789.00330025
109,1,109,88789.00059735
109,0,109,88789.0049356
109,4,109,88789.00079565
110,2,110,88789.3345228
110,3,110,88789.33469505
110,1,110,88789.334554
110,0,110,88789.3346528
110,4,110,88789.33887705
111,2,111,88789.66798735
111,3,111,88789.66802465
111,1,111,88789.6681398
111,0,111,88789.66806645
111,4,111,88789.66813035001
112,2,112,88790.00049245
112,3,112,88790.00050845
112,1,112,88790.00330205
112,0,112,88790.00335300001
112,4,112,88790.0030691
113,2,113,88790.3339124
113,3,113,88790.33735315
113,1,113,88790.33397705
113,0,113,88790.33681790001
113,4,113,88790.33733695
114,2,114,88790.67033505
114,3,114,88790.66715035
114,1,114,88790.66987545
114,0,114,88790.66977215
114,4,114,88790.66855695
115,2,115,88791.0025732
115,3,115,88791.00340885
115,1,115,88791.00309424999
115,0,115,88791.00030285
115,4,115,88791.0030613
116,2,116,88791.34421245
116,3,116,88791.33474815
116,1,116,88791.334521
116,0,116,88791.33469375
116,4,116,88791.33444875
117,2,117,88791.66788324999
117,3,117,88791.67002749999
117,1,117,88791.66683215
117,0,117,88791.6688446
117,4,117,88791.66940015
118,2,118,88792.00097135
118,3,118,88792.0010019
118,1,118,88792.0017941
118,0,118,88792.0008971
118,4,118,88792.00103955
119,2,119,88792.33356629999
119,3,119,88792.33660935
119,1,119,88792.33692245
119,0,119,88792.3372388
119,4,119,88792.33869395
120,2,120,88792.6680027
120,3,120,88792.66810499999
120,1,120,88792.6681375
120,0,120,88792.66810745001
120,4,120,88792.66791485
121,2,121,88793.00297264999
121,3,121,88793.00140705
121,1,121,88793.00330295
121,0,121,88793.00308925
121,4,121,88793.0003178
122,2,122,88793.33509305
122,3,122,88793.33462494999
122,1,122,88793.33525395
122,0,122,88793.3351495
122,4,122,88793.33493765
123,2,123,88793.66758139999
123,3,123,88793.6762953
123,1,123,88793.6706152
123,0,123,88793.66788165
123,4,123,88793.66778374999
124,2,124,88794.003005
124,3,124,88794.0002599
124,1,124,88794.00327985
124,0,124,88794.00133120001
124,4,124,88794.0037137
125,2,125,88794.3370889
125,3,125,88794.3374316
125,1,125,88794.3373945
125,0,125,88794.33756829999
125,4,125,88794.33373535
126,2,126,88794.66813199999
126,3,126,88794.66954195
126,1,126,88794.66972265
126,0,126,88794.66837865
126,4,126,88794.6683941
127,2,127,88795.00396515
127,3,127,88795.00048745
127,1,127,88795.0059036
127,0,127,88795.0054549
127,4,127,88795.00312760001
128,2,128,88795.3345318
128,3,128,88795.3344893
128,1,128,88795.34436784999
128,0,128,88795.33482419999
128,4,128,88795.33455355
129,2,129,88795.66782945
129,3,129,88795.6675516
129,1,129,88795.67600555
129,0,129,88795.6676368
129,4,129,88795.66764345
130,2,130,88796.0041249
130,3,130,88796.00150310001
130,1,130,88796.00407395
130,0,130,88796.0042331
130,4,130,88796.00032195
131,2,131,88796.33514064999
131,3,131,88796.34421565
131,1,131,88796.34377375
131,0,131,88796.33434075
131,4,131,88796.33438955
132,2,132,88796.66969065
132,3,132,88796.66817895
132,1,132,88796.6669863
132,0,132,88796.66929585
132,4,132,88796.6699597
133,2,133,88797.00111355
133,3,133,88797.00122465001
133,1,133,88797.0010613
133,0,133,88797.01211325
133,4,133,88797.001172
134,2,134,88797.3348206
134,3,134,88797.33435755
134,1,134,88797.34517365
134,0,134,88797.33477225
134,4,134,88797.33469325
135,2,135,88797.66698030001
135,3,135,88797.6679655
135,1,135,88797.67027275
135,0,135,88797.66996445
135,4,135,88797.6699161
136,2,136,88798.0035554
136,3,136,88798.0035016
136,1,136,88798.0039682
136,0,136,88798.00043345
136,4,136,88798.00351955
137,2,137,88798.33400505001
137,3,137,88798.3373111
137,1,137,88798.33719369999
137,0,137,88798.3380071
137,4,137,88798.3339436
138,2,138,88798.6704626
138,3,138,88798.67376435001
138,1,138,88798.67062394999
138,0,138,88798.66740425
138,4,138,88798.66737864999
139,2,139,88799.00407714999
139,3,139,88799.00464235
139,1,139,88799.00529935
139,0,139,88799.00468955
139,4,139,88799.00081325
140,2,140,88799.3340342
140,3,140,88799.34062470001
140,1,140,88799.3339954
140,0,140,88799.33396365
140,4,140,88799.34119345
141,2,141,88799.66787685
141,3,141,88799.66790855
141,1,141,88799.66801275
141,0,141,88799.6772025
141,4,141,88799.66800085
142,2,142,88800.01205805
142,3,142,88800.0112261
142,1,142,88800.0012741
142,0,142,88800.0120628
142,4,142,88800.01143084999
143,2,143,88800.3345285
143,3,143,88800.33449715
143,1,143,88800.33492729999
143,0,143,88800.33471375
143,4,143,88800.3436601
144,2,144,88800.66743999999
144,3,144,88800.66762960001
144,1,144,88800.66750129999
144,0,144,88800.66845624999
144,4,144,88800.66765054999
145,2,145,88801.0006956
145,3,145,88801.00395925
145,1,145,88801.00066235001
145,0,145,88801.00421104999
145,4,145,88801.00455000001
146,2,146,88801.3348009
146,3,146,88801.33452425
146,1,146,88801.33882735
146,0,146,88801.33493285
146,4,146,88801.3346304
147,2,147,88801.66819645
147,3,147,88801.66841824999
147,1,147,88801.66833715001
147,0,147,88801.6681951
147,4,147,88801.67051695
148,2,148,88802.00081065
148,3,148,88802.00348555
148,1,148,88802.00083775
148,0,148,88802.00460409999
148,4,148,88802.00355025
149,2,149,88802.33472885
149,3,149,88802.33480625
149,1,149,88802.33567435
149,0,149,88802.33865155
149,4,149,88802.33481274999
150,2,150,88802.67153975001
150,3,150,88802.66814950001
150,1,150,88802.66819704999
150,0,150,88802.66805825
150,4,150,88802.66806160001
151,2,151,88803.00396345
151,3,151,88803.00384085
151,1,151,88803.00345764999
151,0,151,88803.00238205
151,4,151,88803.00054655
152,2,152,88803.3350625
152,3,152,88803.3351958
152,1,152,88803.3348421
152,0,152,88803.33948185
152,4,152,88803.3351879
153,2,153,88803.67088575
153,3,153,88803.6671185
153,1,153,88803.6681357
153,0,153,88803.66952305
153,4,153,88803.6704821
154,2,154,88804.00185625
154,3,154,88804.0020687
154,1,154,88804.00191734999
154,0,154,88804.00175405
154,4,154,88804.00513599999
155,2,155,88804.33374105001
155,3,155,88804.3369292
155,1,155,88804.3466404
155,0,155,88804.3355495
155,4,155,88804.33837385
156,2,156,88804.6726394
156,3,156,88804.67060195
156,1,156,88804.6676154
156,0,156,88804.66741215001
156,4,156,88804.6675835
157,2,157,88805.00128150001
157,3,157,88805.0013533
157,1,157,88805.00135065
157,0,157,88805.0013857
157,4,157,88805.0012876
158,2,158,88805.3345582
158,3,158,88805.33425089999
158,1,158,88805.33431564999
158,0,158,88805.33469335
158,4,158,88805.34251865
159,2,159,88805.6702445
159,3,159,88805.6704167
159,1,159,88805.6678443
159,0,159,88805.67050635
159,4,159,88805.6668442
160,2,160,88806.0003933
160,3,160,88806.00255984999
160,1,160,88806.00036435
160,0,160,88806.00314045
160,4,160,88806.00268480001
161,2,161,88806.34118455
161,3,161,88806.3342923
161,1,161,88806.3341604
161,0,161,88806.34453315
161,4,161,88806.3342366
162,2,162,88806.66802285
162,3,162,88806.6678488
162,1,162,88806.6679757
162,0,162,88806.6718081
162,4,162,88806.66783175
163,2,163,88807.00138445
163,3,163,88807.0014136
163,1,163,88807.00138305
163,0,163,88807.0013234
163,4,163,88807.0014149
164,2,164,88807.3361306
164,3,164,88807.33629435001
164,1,164,88807.33750274999
164,0,164,88807.3346803
164,4,164,88807.33359595
165,2,165,88807.66769665
165,3,165,88807.6678435
165,1,165,88807.66779144999
165,0,165,88807.67576515
165,4,165,88807.6679346
166,2,166,88808.00132770001
166,3,166,88808.00091120001
166,1,166,88808.0025401
166,0,166,88808.0011676
166,4,166,88808.00775235001
167,2,167,88808.3344942
167,3,167,88808.3350233
167,1,167,88808.33444975
167,0,167,88808.33555585
167,4,167,88808.33456145
168,2,168,88808.6683377
168,3,168,88808.67145455
168,1,168,88808.66798955
168,0,168,88808.6678983
168,4,168,88808.66802710001
169,2,169,88809.00269765
169,3,169,88809.0014181
169,1,169,88809.00041169999
169,0,169,88809.00272034999
169,4,169,88809.00240920001
170,2,170,88809.33439915
170,3,170,88809.334627
170,1,170,88809.33469985
170,0,170,88809.339198
170,4,170,88809.3346685
171,2,171,88809.66734355
171,3,171,88809.6689323
171,1,171,88809.6705476
171,0,171,88809.67038195001
171,4,171,88809.67009425
172,2,172,88810.00368685
172,3,172,88810.00073654999
172,1,172,88810.00398169999
172,0,172,88810.00418745
172,4,172,88810.00069795
173,2,173,88810.33582395001
173,3,173,88810.33616105
173,1,173,88810.3338781
173,0,173,88810.33622375
173,4,173,88810.33532665
174,2,174,88810.66983500001
174,3,174,88810.66953235
174,1,174,88810.66742360001
174,0,174,88810.6674028
174,4,174,88810.66979515
175,2,175,88811.00041855
175,3,175,88811.0039627
175,1,175,88811.0004487
175,0,175,88811.00819085
175,4,175,88811.00052224999
176,2,176,88811.3390761
176,3,176,88811.33710100001
176,1,176,88811.3369826
176,0,176,88811.3349177
176,4,176,88811.33375270001
177,2,177,88811.67054245
177,3,177,88811.67002945
177,1,177,88811.66728309999
177,0,177,88811.66967795
177,4,177,88811.66998735
178,2,178,88812.00279669999
178,3,178,88812.00040724999
178,1,178,88812.00037315
178,0,178,88812.0031406
178,4,178,88812.00274709999
179,2,179,88812.3356594
179,3,179,88812.33907325
179,1,179,88812.33589700001
179,0,179,88812.33355144999
179,4,179,88812.335372
180,2,180,88812.6704767
180,3,180,88812.6707461
180,1,180,88812.67125805
180,0,180,88812.66743415
180,4,180,88812.6673816
181,2,181,88813.00146025
181,3,181,88813.0017961
181,1,181,88813.00164595
181,0,181,88813.00147375
181,4,181,88813.0023187
182,2,182,88813.33695805
182,3,182,88813.33427635001
182,1,182,88813.33430295001
182,0,182,88813.3343437
182,4,182,88813.33848635
183,2,183,88813.66746945001
183,3,183,88813.67035325
183,1,183,88813.67205465
183,0,183,88813.66753534999
183,4,183,88813.66752975
184,2,184,88814.0028505
184,3,184,88814.0014034
184,1,184,88814.00038390001
184,0,184,88814.00307385
184,4,184,88814.00303935
185,2,185,88814.3349822
185,3,185,88814.33472965
185,1,185,88814.33521399999
185,0,185,88814.3349001
185,4,185,88814.3398938
186,2,186,88814.6709519
186,3,186,88814.66760195
186,1,186,88814.67471655
186,0,186,88814.6676367
186,4,186,88814.667725
187,2,187,88815.0016154
187,3,187,88815.00176965
187,1,187,88815.0017794
187,0,187,88815.00593265
187,4,187,88815.00159905
188,2,188,88815.3353696
188,3,188,88815.33489625
188,1,188,88815.33582045
188,0,188,88815.33457245
188,4,188,88815.33473890001
189,2,189,88815.6694373
189,3,189,88815.6725204
189,1,189,88815.66717234999
189,0,189,88815.66715175
189,4,189,88815.66968085
190,2,190,88816.0061046
190,3,190,88816.00104070001
190,1,190,88816.001123
190,0,190,88816.00125890001
190,4,190,88816.00123329999
191,2,191,88816.3343434
191,3,191,88816.33935885
191,1,191,88816.3373791
191,0,191,88816.3342845
191,4,191,88816.3342184
192,2,192,88816.66700385
192,3,192,88816.67054175
192,1,192,88816.66798535001
192,0,192,88816.6703821
192,4,192,88816.67060425
193,2,193,88817.0028535
193,3,193,88817.00289215
193,1,193,88817.00588405
193,0,193,88817.00031815
193,4,193,88817.00239785
194,2,194,88817.33595944999
194,3,194,88817.33640225
194,1,194,88817.3347428
194,0,194,88817.33376390001
194,4,194,88817.3365436
195,2,195,88817.666997
195,3,195,88817.66806005
195,1,195,88817.66957299999
195,0,195,88817.66988455
195,4,195,88817.6698612
196,2,196,88818.00087825
196,3,196,88818.00073624999
196,1,196,88818.0075007
196,0,196,88818.000756
196,4,196,88818.00423655
197,2,197,88818.3424167
197,3,197,88818.337953
197,1,197,88818.33402415
197,0,197,88818.33395175
197,4,197,88818.33857324999
198,2,198,88818.669505
198,3,198,88818.6696423
198,1,198,88818.66713915
198,0,198,88818.66816125001
198,4,198,88818.6725166
199,2,199,88819.0020454
199,3,199,88819.0011238
199,1,199,88819.00088544999
199,0,199,88819.00119459999
199,4,199,88819.0011758
200,2,200,88819.33472645
200,3,200,88819.33463999999
200,1,200,88819.33463684999
200,0,200,88819.34561365
200,4,200,88819.3343573
201,2,201,88819.66795635
201,3,201,88819.66828855
201,1,201,88819.66805445
201,0,201,88819.66813615
201,4,201,88819.6679888
202,2,202,88820.0016923
202,3,202,88820.0016672
202,1,202,88820.0015795
202,0,202,88820.00181745
202,4,202,88820.00176484999
203,2,203,88820.34018284999
203,3,203,88820.334741
203,1,203,88820.33490495
203,0,203,88820.33473335
203,4,203,88820.3348572
204,2,204,88820.6766647
204,3,204,88820.66788190001
204,1,204,88820.66775005
204,0,204,88820.66779485
204,4,204,88820.66791705
205,2,205,88821.00051145
205,3,205,88821.00327059999
205,1,205,88821.00299524999
205,0,205,88821.00048455
205,4,205,88821.003301
206,2,206,88821.3360461
206,3,206,88821.33648520001
206,1,206,88821.33757219999
206,0,206,88821.33372425
206,4,206,88821.33478245
207,2,207,88821.66770325
207,3,207,88821.66759995
207,1,207,88821.66857395
207,0,207,88821.6676167
207,4,207,88821.67272825
208,2,208,88822.002864
208,3,208,88822.00045985
208,1,208,88822.0004335
208,0,208,88822.00285435
208,4,208,88822.0028098
209,2,209,88822.33499584999
209,3,209,88822.33456650001
209,1,209,88822.33469349999
209,0,209,88822.33468225
209,4,209,88822.3353496
210,2,210,88822.66791835
210,3,210,88822.6677639
210,1,210,88822.66792675
210,0,210,88822.6751078
210,4,210,88822.667842
211,2,211,88823.00298625
